종목코드,종목명,시장구분,종가,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
438220,대신밸런스제13호스팩,KOSDAQ,2440,0,0,0,0,0,13761600000,5640000
442310,대신밸런스제14호스팩,KOSDAQ,2390,2370,2390,2360,3604,8539580,16036900000,6710000
20180,대신정보통신,KOSDAQ,1133,1127,1145,1120,380110,431486937,43539960695,38428915
3540,대신증권,KOSPI,13070,13060,13080,13010,16870,220078690,663608338000,50773400
3547,대신증권2우B,KOSPI,12160,12160,12170,12130,1596,19405990,121600000000,10000000
3545,대신증권우,KOSPI,12740,12760,12760,12710,7681,97848010,331240000000,26000000
45390,대아티아이,KOSDAQ,3075,3030,3090,3030,87015,266751550,216705634275,70473377
9190,대양금속,KOSPI,3825,3825,3900,3780,230259,879927240,133049071575,34784071
108380,대양전기공업,KOSDAQ,11670,11530,11770,11400,15397,178356830,111650776110,9567333
6580,대양제지,KOSDAQ,3260,0,0,0,0,0,87531000000,26850000
14160,대영포장,KOSPI,1398,1382,1401,1374,75152,104679322,151535579502,108394549
47040,대우건설,KOSPI,4150,4120,4175,4105,282020,1165237125,1724833947700,415622638
9320,대우부품,KOSPI,1772,1806,1806,1742,643169,1135546293,84429376500,47646375
42660,대우조선해양,KOSPI,25350,25550,26150,25150,331786,8476620800,2719818459150,107290669
3090,대웅,KOSPI,14670,14540,14700,14510,20617,301060500,852942846600,58141980
